analisis_gramatical,traduccion_literal,palabra,transliteracion
,,ουα,
,,ουαι,
,,ουδ,
,,ουδαμως,
,,ουδε,
,,ουδεις,
,,ουδεμια,
,,ουδεμιαν,
,,ουδεν,
,,ουδενα,
,,ουδενι,
,,ουδενος,
,,ουδεποτε,
,,ουδεπω,
,,ουθεν,
,,ουθενος,
,,ουκ,
,,ουκετι,
,,ουκουν,
,,ουν,
,,ουπω,
,,ουρα,
,,ουραι,
,,ουραις,
,,ουρανε,
,,ουρανιος,
,,ουρανιου,
,,ουρανιω,
,,ουρανοθεν,
,,ουρανοι,
,,ουρανοις,
,,ουρανον,
,,ουρανος,
,,ουρανου,
,,ουρανους,
,,ουρανω,
,,ουρανων,
,,ουρας,
,,ουρβανον,
,,ουριου,
,,ους,
,,ουσα,
,,ουσαι,
,,ουσαν,
,,ουση,
,,ουσης,
,,ουσιαν,
,,ουσιας,
,,ουσιν,
,,ουσων,
,,ουτε,
,,ουτοι,
,,ουτος,
,,ουτως,
,,ουχ,
,,ουχι,
,,οφειλας,
,,οφειλει,
,,οφειλεις,
,,οφειλεται,
,,οφειλεταις,
,,οφειλετε,
,,οφειλετης,
,,οφειλημα,
,,οφειληματα,
,,οφειλην,
,,οφειλομεν,
,,οφειλομενον,
,,οφειλοντες,
,,οφειλοντι,
,,οφειλουσιν,
,,οφεις,
,,οφελον,
,,οφελος,
,,οφεσιν,
,,οφεων,
,,οφεως,
,,οφθαλμοδουλιαις,
,,οφθαλμοδουλιαν,
,,οφθαλμοι,
,,οφθαλμοις,
,,οφθαλμον,
,,οφθαλμος,
,,οφθαλμου,
,,οφθαλμους,
,,οφθαλμω,
,,οφθαλμων,
,,οφθεις,
,,οφθεντες,
,,οφθεντος,
,,οφθησεται,
,,οφθησομαι,
,,οφιν,
,,οφις,
,,οφρυος,
,,οχλοι,
,,οχλοις,
,,οχλον,
,,οχλοποιησαντες,
,,οχλος,
,,οχλου,
,,οχλουμενους,
,,οχλους,
,,οχλω,
,,οχλων,
,,οχυρωματων,
,,οψαρια,
,,οψαριον,
,,οψαριων,
,,οψε,
,,οψεσθε,
,,οψεται,
,,οψη,
,,οψησθε,
,,οψια,
,,οψιας,
,,οψιμον,
,,οψιν,
,,οψις,
,,οψομαι,
,,οψομεθα,
,,οψονται,
,,οψωνια,
,,οψωνιοις,
,,οψωνιον,
,,παγιδα,
,,παγιδευσωσιν,
,,παγιδος,
,,παγις,
,,παγον,
,,παγου,
,,παθει,
,,παθειν,
,,παθη,
,,παθημα,
,,παθημασιν,
,,παθηματα,
,,παθηματων,
,,παθητος,
,,παθοντας,
,,παθοντος,
,,παθος,
,,παθουσα,
,,παθων,
,,παιδα,
,,παιδαγωγον,
,,παιδαγωγος,
,,παιδαγωγους,
,,παιδαριον,
,,παιδας,
,,παιδεια,
,,παιδειαν,
,,παιδειας,
,,παιδευει,
,,παιδευθωσιν,
,,παιδευομεθα,
,,παιδευομενοι,
,,παιδευοντα,
,,παιδευουσα,
,,παιδευσας,
,,παιδευτας,
,,παιδευτην,
,,παιδευω,
,,παιδια,
,,παιδιοθεν,
,,παιδιοις,
,,παιδιον,
,,παιδιου,
,,παιδισκας,
,,παιδισκη,
,,παιδισκην,
,,παιδισκης,
,,παιδισκων,
,,παιδιων,
,,παιδος,
,,παιδων,
,,παιζειν,
,,παις,
,,παισας,
,,παιση,
,,παισιν,
,,παλαι,
,,παλαια,
,,παλαιαν,
,,παλαιας,
,,παλαιον,
,,παλαιος,
,,παλαιοτητι,
,,παλαιου,
,,παλαιουμενα,
,,παλαιουμενον,
,,παλαιους,
,,παλαιω,
,,παλαιωθησονται,
,,παλη,
,,παλιγγενεσια,
,,παλιγγενεσιας,
,,παλιν,
,,παμπληθει,
,,παμφυλιαν,
,,παμφυλιας,
,,παν,
,,πανδοχει,
,,πανδοχειον,
,,πανηγυρει,
,,πανοικει,
,,πανοπλιαν,
,,πανουργια,
,,πανουργιαν,
,,πανουργος,
,,παντα,
,,παντας,
,,πανταχη,
,,πανταχου,
,,παντελες,
,,παντες,
,,παντη,
,,παντι,
,,παντοθεν,
,,παντοκρατορος,
,,παντοκρατωρ,
,,παντος,
,,παντοτε,
,,παντων,
,,παντως,
,,παρ,
,,παρα,
,,παραβαινετε,
,,παραβαινουσιν,
,,παραβασει,
,,παραβασεων,
,,παραβασεως,
,,παραβασις,
,,παραβαται,
,,παραβατην,
,,παραβατης,
,,παραβολαις,
,,παραβολας,
,,παραβολευσαμενος,
,,παραβολη,
,,παραβολην,
,,παραβολης,
,,παραγγειλαντες,
,,παραγγειλας,
,,παραγγειλης,
,,παραγγελια,
,,παραγγελιαν,
,,παραγγελιας,
,,παραγγελλε,
,,παραγγελλει,
,,παραγγελλειν,
,,παραγγελλομεν,
,,παραγγελλω,
,,παραγγελλων,
,,παραγει,
,,παραγενομενοι,
,,παραγενομενον,
,,παραγενομενος,
,,παραγενομενου,
,,παραγενομενους,
,,παραγενωμαι,
,,παραγενωνται,
,,παραγεται,
,,παραγινεται,
,,παραγοντα,
,,παραγοντι,
,,παραγων,
,,παραδεδομενοι,
,,παραδεδοται,
,,παραδεδωκεισαν,
,,παραδεδωκοσιν,
,,παραδειγματιζοντας,
,,παραδεισον,
,,παραδεισω,
,,παραδεξονται,
,,παραδεχεσθαι,
,,παραδεχεται,
,,παραδεχονται,
,,παραδεχου,
,,παραδιδομεθα,
,,παραδιδοναι,
,,παραδιδοντα,
,,παραδιδοντες,
,,παραδιδοντος,
,,παραδιδοσθαι,
,,παραδιδοται,
,,παραδιδους,
,,παραδιδω,
,,παραδιδως,
,,παραδοθεις,
,,παραδοθειση,
,,παραδοθεισης,
,,παραδοθηναι,
,,παραδοθησεσθε,
,,παραδοθησεται,
,,παραδοθω,
,,παραδοι,
,,παραδοντος,
,,παραδοξα,
,,παραδοσει,
,,παραδοσεις,
,,παραδοσεων,
,,παραδοσιν,
,,παραδουναι,
,,παραδους,
,,παραδω,
,,παραδωσει,
,,παραδωσιν,
,,παραδωσουσιν,
,,παραδωσω,
,,παραδωσων,
,,παραζηλουμεν,
,,παραζηλωσαι,
,,παραζηλωσω,
,,παραθαλασσιαν,
,,παραθειναι,
,,παραθηκην,
,,παραθησω,
,,παραθου,
,,παραινω,
,,παραιτεισθαι,
,,παραιτησαμενοι,
,,παραιτησησθε,
,,παραιτου,
,,παραιτουμαι,
,,παρακαθεσθεισα,
,,παρακαλει,
,,παρακαλειν,
,,παρακαλεισθε,
,,παρακαλειται,
,,παρακαλειτε,
,,παρακαλεσαι,
,,παρακαλεσας,
,,παρακαλεση,
,,παρακαλεσον,
,,παρακαλουμεθα,
,,παρακαλουμεν,
,,παρακαλουντες,
,,παρακαλουντος,
,,παρακαλουσιν,
,,παρακαλω,
,,παρακαλων,
,,παρακαλωνται,
,,παρακειται,
,,παρακεκαλυμμενον,
,,παρακεκλημεθα,
,,παρακεχειμακοτι,
,,παρακληθηναι,
,,παρακληθησονται,
,,παρακληθωσιν,
,,παρακλησει,
,,παρακλησεως,
,,παρακλησιν,
,,παρακλησις,
,,παρακλητον,
,,παρακλητος,
,,παρακοη,
,,παρακοην,
,,παρακοης,
,,παρακουσας,
,,παρακουση,
,,παρακυψαι,
,,παρακυψας,
,,παραλαβε,
,,παραλαβειν,
,,παραλαβοντα,
,,παραλαβοντες,
,,παραλαβων,
,,παραλαμβανει,
,,παραλαμβανεται,
,,παραλαμβανοντες,
,,παραλαμβανουσιν,
,,παραλεγομενοι,
,,παραλελυμενα,
,,παραλελυμενοι,
,,παραλελυμενος,
,,παραλελυμενω,
,,παραλημφθησεται,
,,παραλημψομαι,
,,παραλιου,
,,παραλλαγη,
,,παραλογιζηται,
,,παραλογιζομενοι,
,,παραλυτικον,
,,παραλυτικος,
,,παραλυτικους,
,,παραλυτικω,
,,παραμεινας,
,,παραμενειν,
,,παραμενω,
,,παραμυθεισθε,
,,παραμυθησωνται,
,,παραμυθιαν,
,,παραμυθιον,
,,παραμυθουμενοι,
,,παρανομιας,
,,παρανομων,
,,παραπεσοντας,
,,παραπικρασμω,
,,παραπλευσαι,
,,παραπλησιον,
,,παραπλησιως,
,,παραπορευομενοι,
,,παραπτωμα,
,,παραπτωμασιν,
,,παραπτωματα,
,,παραπτωματι,
,,παραπτωματος,
,,παραπτωματων,
,,παραρυωμεν,
,,παρασημω,
,,παρασκευαζοντων,
,,παρασκευασεται,
,,παρασκευη,
,,παρασκευην,
,,παρασκευης,
,,παραστηναι,
,,παραστησαι,
,,παραστησατε,
,,παραστησει,
,,παραστηση,
,,παραστησομεθα,
,,παραστησωμεν,
,,παραστητε,
,,παρασχων,
,,παρατηρεισθε,
,,παρατηρησαντες,
,,παρατηρησεως,
,,παρατηρουμενοι,
,,παρατιθεμαι,
,,παρατιθεμενα,
,,παρατιθεμενον,
,,παρατιθεμενος,
,,παρατιθεναι,
,,παρατιθεσθωσαν,
,,παρατιθωσιν,
,,παρατυγχανοντας,
,,παραυτικα,
,,παραφερεσθε,
,,παραφερομεναι,
,,παραφρονιαν,
,,παραφρονων,
,,παραχειμασαι,
,,παραχειμασιαν,
,,παραχειμασω,
,,παραχρημα,
,,παρδαλει,
,,παρεβαλομεν,
,,παρεβη,
,,παρεβιασαντο,
,,παρεβιασατο,
,,παρεγενετο,
,,παρεγενομην,
,,παρεγενοντο,
,,παρεγινοντο,
,,παρεδεχθησαν,
,,παρεδιδετο,
,,παρεδιδοσαν,
,,παρεδιδου,
,,παρεδιδουν,
,,παρεδοθη,
,,παρεδοθην,
,,παρεδοθητε,
,,παρεδοσαν,
,,παρεδρευοντες,
,,παρεδωκα,
,,παρεδωκαμεν,
,,παρεδωκαν,
,,παρεδωκας,
,,παρεδωκατε,
,,παρεδωκεν,
,,παρεθεντο,
,,παρεθεωρουντο,
,,παρεθηκαν,
,,παρεθηκεν,
,,παρει,
,,παρειμενας,
,,παρειναι,
,,παρεισακτους,
,,παρεισαξουσιν,
,,παρεισεδυησαν,
,,παρεισενεγκαντες,
,,παρεισηλθεν,
,,παρεισηλθον,
,,παρεισιν,
,,παρειστηκεισαν,
,,παρειχεν,
,,παρειχετο,
,,παρειχον,
,,παρεκαλει,
,,παρεκαλεσα,
,,παρεκαλεσαν,
,,παρεκαλεσας,
,,παρεκαλεσεν,
,,παρεκαλουμεν,
,,παρεκαλουν,
,,παρεκληθη,
,,παρεκληθημεν,
,,παρεκληθησαν,
,,παρεκτος,
,,παρεκυψεν,
,,παρελαβεν,
,,παρελαβες,
,,παρελαβετε,
,,παρελαβον,
,,παρελεγοντο,
,,παρελευσεται,
,,παρελευσονται,
,,παρεληλυθεναι,
,,παρεληλυθως,
,,παρελθατω,
,,παρελθειν,
,,παρελθη,
,,παρελθοντες,
,,παρελθων,
,,παρελθωσιν,
,,παρεμβαλουσιν,
,,παρεμβολας,
,,παρεμβολην,
,,παρεμβολης,
,,παρενεγκε,
,,παρενοχλειν,
,,παρεξη,
,,παρεπιδημοι,
,,παρεπιδημοις,
,,παρεπιδημους,
,,παρεπικραναν,
,,παρερχεσθε,
,,παρερχεται,
,,παρεσιν,
,,παρεσκευασμενοι,
,,παρεσκευασται,
,,παρεσμεν,
,,παρεσται,
,,παρεστε,
,,παρεστη,
,,παρεστηκεν,
,,παρεστηκοτων,
,,παρεστηκως,
,,παρεστησαν,
,,παρεστησατε,
,,παρεστησεν,
,,παρεστιν,
,,παρεστωσιν,
,,παρεστωτα,
,,παρεστωτες,
,,παρεσχον,
,,παρετεινεν,
,,παρετηρουν,
,,παρετηρουντο,
,,παρεχε,
,,παρεχειν,
,,παρεχεσθε,
,,παρεχετε,
,,παρεχετω,
,,παρεχομενος,
,,παρεχοντι,
,,παρεχουσιν,
,,παρηγγειλαμεν,
,,παρηγγειλαν,
,,παρηγγειλεν,
,,παρηγγελλεν,
,,παρηγγελλομεν,
,,παρηγγελμενα,
,,παρηγορια,
,,παρηκολουθηκας,
,,παρηκολουθηκοτι,
,,παρηκολουθησας,
,,παρηλθεν,
,,παρηλθον,
,,παρηνει,
,,παρησαν,
,,παρητημενον,
,,παρητησαντο,
,,παρητουντο,
,,παρθενιας,
,,παρθενοι,
,,παρθενοις,
,,παρθενον,
,,παρθενος,
,,παρθενου,
,,παρθενων,
,,παρθοι,
,,παριστανετε,
,,παρμεναν,
,,παροδω,
,,παροικεις,
,,παροικια,
,,παροικιας,
,,παροικοι,
,,παροικον,
,,παροικος,
,,παροικους,
,,παροιμιαις,
,,παροιμιαν,
,,παροιμιας,
,,παροινον,
,,παρομοια,
,,παρομοιαζετε,
,,παρον,
,,παροντες,
,,παροντος,
,,παροξυνεται,
,,παροξυσμον,
,,παροξυσμος,
,,παροργιζετε,
,,παροργισμω,
,,παροργιω,
,,παρουση,
,,παρουσια,
,,παρουσιαν,
,,παρουσιας,
,,παρουσιν,
,,παροψιδος,
,,παρρησια,
,,παρρησιαζεσθαι,
,,παρρησιαζομενοι,
,,παρρησιαζομενος,
,,παρρησιαν,
,,παρρησιας,
,,παρρησιασαμενοι,
,,παρρησιασωμαι,
,,παρωκησεν,
,,παρων,
,,παρωξυνετο,
,,παρωτρυναν,
,,παρωχημεναις,
,,πας,
,,πασα,
,,πασαι,
,,πασαις,
,,πασαν,
,,πασας,
,,παση,
,,πασης,
,,πασιν,
,,πασχα,
,,πασχει,
,,πασχειν,
,,πασχετε,
,,πασχετω,
,,πασχοιτε,
,,πασχομεν,
,,πασχοντες,
,,πασχω,
,,πασχων,
,,πασων,
,,παταξαι,
,,παταξας,
,,παταξη,
,,παταξομεν,
,,παταξω,
,,παταρα,
,,πατει,
,,πατειν,
,,πατερ,
,,πατερα,
,,πατερας,
,,πατερες,
,,πατερων,
,,πατηρ,
,,πατησουσιν,
,,πατμω,
,,πατουμενη,
,,πατρασιν,
,,πατρι,
,,πατρια,
,,πατριαι,
,,πατριαρχαι,
,,πατριαρχας,
,,πατριαρχης,
,,πατριαρχου,
,,πατριας,
,,πατριδα,
,,πατριδι,
,,πατρικων,
,,πατροβαν,
,,πατρολωαις,
,,πατροπαραδοτου,
,,πατρος,
,,πατρωοις,
,,πατρωου,
,,πατρωω,
,,παυεται,
,,παυλε,
,,παυλον,
,,παυλος,
,,παυλου,
,,παυλω,
,,παυομαι,
,,παυομεθα,
,,παυσασθαι,
,,παυσατω,
,,παυση,
,,παυσονται,
,,παφου,
,,πεδαις,
,,πεδας,
,,πεδινου,
,,πεζευειν,
,,πεζη,
,,πειθαρχειν,
,,πειθαρχησαντας,
,,πειθαρχουσιν,
,,πειθεις,
,,πειθεσθαι,
,,πειθεσθε,
,,πειθοις,
,,πειθομαι,
,,πειθομεθα,
,,πειθομεν,
,,πειθομενοις,
,,πειθομενου,
,,πειθω,
,,πειθων,
,,πειν,
,,πεινα,
,,πειναν,
,,πεινασετε,
